,time,Open,High,Low,Close,Volume,Dividends,Stock Splits,stock_code,ric_code,uuid,last_modified_date,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus
69,2024-02-09 00:00:00+08:00,15709.3,15754,15531,15746.6,745466400,0,0,HSI,^HSI,11798281031058696810,2025-06-02 08:53:16.696166+08:00,壬子,癸卯,戊申,丁巳,丙寅,癸卯,戊戌,辛酉,己卯,癸寅,辛寅,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
70,2024-02-14 00:00:00+08:00,15579.4,15911,15456.3,15879.4,1403032800,0,0,HSI,^HSI,1076136003901962507,2025-06-02 08:53:16.696166+08:00,壬子,戊申,癸卯,丁未,丙寅,甲辰,己酉,辛未,己卯,戊未,丁寅,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
71,2024-02-15 00:00:00+08:00,15824.2,16029,15751.4,15944.6,1056900200,0,0,HSI,^HSI,9848573904317997052,2025-06-02 08:53:16.696166+08:00,甲子,己酉,甲辰,己未,丙寅,甲辰,己酉,辛未,辛卯,己申,丁寅,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
72,2024-02-16 00:00:00+08:00,16007.5,16394.2,15937.3,16340,1742961100,0,0,HSI,^HSI,5815619689656121533,2025-06-02 08:53:16.696166+08:00,丙子,庚戌,乙巳,辛未,丙寅,甲辰,己酉,辛未,癸卯,庚酉,丁寅,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
73,2024-02-19 00:00:00+08:00,16334.5,16334.5,16138,16155.6,2185820800,0,0,HSI,^HSI,11129842120797367532,2025-06-02 08:53:16.696166+08:00,壬子,癸丑,戊申,丁未,丙寅,甲辰,己酉,辛未,己卯,癸子,戊寅,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
74,2024-02-20 00:00:00+08:00,16222.1,16274.6,16055.1,16247.5,2205924400,0,0,HSI,^HSI,5703341566508023080,2025-06-02 08:53:16.696166+08:00,甲子,甲寅,己酉,己未,辛巳,甲辰,己酉,丙戌,辛卯,甲丑,癸巳,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
75,2024-02-21 00:00:00+08:00,16182.9,16756,16138.8,16503.1,3844263000,0,0,HSI,^HSI,11974605448448946117,2025-06-02 08:53:16.696166+08:00,丙子,乙卯,庚戌,辛未,辛巳,甲辰,己酉,丙戌,癸卯,乙寅,癸巳,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
76,2024-02-22 00:00:00+08:00,16489.8,16742.9,16424.8,16742.9,2739673200,0,0,HSI,^HSI,10178129519316334304,2025-06-02 08:53:16.696166+08:00,戊子,丙辰,辛亥,癸未,辛巳,甲辰,己酉,丙戌,乙卯,丙卯,癸巳,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
77,2024-02-23 00:00:00+08:00,16654.7,16895.8,16654.7,16725.9,2903143800,0,0,HSI,^HSI,12500868303998080592,2025-06-02 08:53:16.696166+08:00,庚子,丁巳,壬子,乙未,辛巳,甲辰,己酉,丙戌,丁卯,丁辰,甲巳,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
78,2024-02-26 00:00:00+08:00,16685,16777.4,16590.7,16634.7,2253549700,0,0,HSI,^HSI,8455478168950741049,2025-06-02 08:53:16.696166+08:00,丙子,庚申,乙卯,辛未,辛巳,甲辰,己酉,丙戌,癸卯,庚未,己巳,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
79,2024-02-27 00:00:00+08:00,16645.6,16828.7,16453.5,16790.8,2423909600,0,0,HSI,^HSI,220318541385023673,2025-06-02 08:53:16.696166+08:00,戊子,辛酉,丙辰,癸未,辛巳,甲辰,己酉,丙戌,乙卯,辛申,己巳,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
80,2024-02-28 00:00:00+08:00,16833.6,16844.3,16517.8,16536.8,2587721800,0,0,HSI,^HSI,9816368771513868776,2025-06-02 08:53:16.696166+08:00,庚子,壬戌,丁巳,乙未,辛巳,甲辰,己酉,丙戌,丁卯,壬酉,己巳,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
81,2024-02-29 00:00:00+08:00,16429.6,16695.4,16429.6,16511.4,3380825500,0,0,HSI,^HSI,1280376184022881985,2025-06-02 08:53:16.696166+08:00,壬子,癸亥,戊午,丁未,辛巳,甲辰,己酉,丙戌,己卯,癸戌,庚巳,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
82,2024-03-01 00:00:00+08:00,16390.9,16651.7,16321.1,16589.4,2880658500,0,0,HSI,^HSI,6014763973869413520,2025-06-02 08:53:16.696166+08:00,甲子,甲子,己未,己未,辛巳,甲辰,己酉,丙戌,辛卯,甲亥,庚巳,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
83,2024-03-04 00:00:00+08:00,16629.6,16646,16473.7,16596,2519017900,0,0,HSI,^HSI,17770650261690656700,2025-06-02 08:53:16.696166+08:00,庚子,丁卯,壬戌,乙未,辛巳,甲辰,己酉,丙戌,丁卯,丁寅,乙巳,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
84,2024-03-05 00:00:00+08:00,16344,16450.4,16095.7,16162.6,2697889500,0,0,HSI,^HSI,4276198694127214577,2025-06-02 08:53:16.696166+08:00,壬子,戊辰,癸亥,丁未,辛巳,甲辰,己酉,丙戌,己卯,戊卯,乙巳,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
85,2024-03-06 00:00:00+08:00,16167.5,16545.1,16145.2,16438.1,2488701100,0,0,HSI,^HSI,15745094152293921628,2025-06-02 08:53:16.696166+08:00,甲子,己巳,甲子,己未,丁卯,甲辰,己酉,壬申,辛卯,己辰,丁卯,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
86,2024-03-07 00:00:00+08:00,16417.8,16512.4,16136.1,16229.8,2535414300,0,0,HSI,^HSI,8160672439649436371,2025-06-02 08:53:16.696166+08:00,丙子,庚午,乙丑,辛未,丁卯,甲辰,己酉,壬申,癸卯,庚巳,丁卯,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
87,2024-03-08 00:00:00+08:00,16275.4,16489.7,16275.4,16353.4,2596313300,0,0,HSI,^HSI,13392444740792526274,2025-06-02 08:53:16.696166+08:00,戊子,辛未,丙寅,癸未,丁卯,甲辰,己酉,壬申,乙卯,辛午,丁卯,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
88,2024-03-11 00:00:00+08:00,16416.2,16625.6,16416.2,16587.6,2494031000,0,0,HSI,^HSI,7537489418507382844,2025-06-02 08:53:16.696166+08:00,甲子,甲戌,己巳,己未,丁卯,甲辰,己酉,壬申,辛卯,甲酉,壬卯,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
89,2024-03-12 00:00:00+08:00,16701.9,17154.9,16613.4,17093.5,4001753000,0,0,HSI,^HSI,9781965023085807680,2025-06-02 08:53:16.696166+08:00,丙子,乙亥,庚午,辛未,丁卯,甲辰,己酉,壬申,癸卯,乙戌,癸卯,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
90,2024-03-13 00:00:00+08:00,17059.1,17214.7,17050.9,17082.1,2801014000,0,0,HSI,^HSI,8172966097917712871,2025-06-02 08:53:16.696166+08:00,戊子,丙子,辛未,癸未,丁卯,甲辰,己酉,壬申,乙卯,丙亥,癸卯,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
91,2024-03-14 00:00:00+08:00,17120.5,17209.8,16878.1,16961.7,2699096400,0,0,HSI,^HSI,5235415932827325841,2025-06-02 08:53:16.696166+08:00,庚子,丁丑,壬申,乙未,丁卯,甲辰,己酉,壬申,丁卯,丁子,癸卯,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
92,2024-03-15 00:00:00+08:00,16758.4,16821.1,16550.4,16720.9,3776694200,0,0,HSI,^HSI,7817928849579937851,2025-06-02 08:53:16.696166+08:00,壬子,戊寅,癸酉,丁未,丁卯,甲辰,己酉,壬申,己卯,戊丑,戊卯,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
93,2024-03-18 00:00:00+08:00,16690.3,16801.6,16641.6,16737.1,2241776800,0,0,HSI,^HSI,13414730037438667040,2025-06-02 08:53:16.696166+08:00,戊子,辛巳,丙子,癸未,丁卯,甲辰,己酉,壬申,乙卯,辛辰,己卯,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
94,2024-03-19 00:00:00+08:00,16628.1,16682.5,16492.1,16529.5,2433582900,0,0,HSI,^HSI,860567438781858725,2025-06-02 08:53:16.696166+08:00,庚子,壬午,丁丑,乙未,丁卯,甲辰,己酉,壬申,丁卯,壬巳,己卯,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
95,2024-03-20 00:00:00+08:00,16559,16654.1,16430.1,16543.1,2291672600,0,0,HSI,^HSI,13774587864534044017,2025-06-02 08:53:16.696166+08:00,壬子,癸未,戊寅,丁未,丁卯,甲辰,己酉,壬申,己卯,癸午,己卯,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
96,2024-03-21 00:00:00+08:00,16762.8,16973.5,16762.8,16863.1,3220967100,0,0,HSI,^HSI,15201531993835987429,2025-06-02 08:53:16.696166+08:00,甲子,甲申,己卯,己未,壬午,甲辰,己酉,丁亥,辛卯,甲未,甲午,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
97,2024-03-22 00:00:00+08:00,16745.3,16747.2,16341.6,16499.5,3110411500,0,0,HSI,^HSI,6049831506760721209,2025-06-02 08:53:16.696166+08:00,丙子,乙酉,庚辰,辛未,壬午,甲辰,己酉,丁亥,癸卯,乙申,甲午,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
98,2024-03-25 00:00:00+08:00,16531.9,16612.6,16441.3,16473.6,2624506500,0,0,HSI,^HSI,12672789278541062332,2025-06-02 08:53:16.696166+08:00,壬子,戊子,癸未,丁未,壬午,甲辰,己酉,丁亥,己卯,戊亥,乙午,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
99,2024-03-26 00:00:00+08:00,16548.5,16728.9,16452.6,16618.3,2745765700,0,0,HSI,^HSI,5006800489689316113,2025-06-02 08:53:16.696166+08:00,甲子,己丑,甲申,己未,壬午,甲辰,己酉,丁亥,辛卯,己子,乙午,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
100,2024-03-27 00:00:00+08:00,16530.4,16612,16354.8,16392.8,2769889600,0,0,HSI,^HSI,14091280545545664293,2025-06-02 08:53:16.696166+08:00,丙子,庚寅,乙酉,辛未,壬午,甲辰,己酉,丁亥,癸卯,庚丑,庚午,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
101,2024-03-28 00:00:00+08:00,16378.4,16725.6,16345.9,16541.4,3203421300,0,0,HSI,^HSI,1272555350614452913,2025-06-02 08:53:16.696166+08:00,戊子,辛卯,丙戌,癸未,壬午,甲辰,己酉,丁亥,乙卯,辛寅,庚午,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
102,2024-04-02 00:00:00+08:00,16811.7,17007.3,16811.7,16931.5,3983141300,0,0,HSI,^HSI,13635927739975358132,2025-06-02 08:53:16.696166+08:00,戊子,丙申,辛卯,癸未,壬午,甲辰,己酉,丁亥,乙卯,丙未,丙午,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
103,2024-04-03 00:00:00+08:00,16926.8,16926.8,16689.2,16725.1,2667363200,0,0,HSI,^HSI,14083164577785136542,2025-06-02 08:53:16.696166+08:00,庚子,丁酉,壬辰,乙未,壬午,甲辰,己酉,丁亥,丁卯,丁申,丙午,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
104,2024-04-05 00:00:00+08:00,16787.9,16839.6,16480.4,16723.9,1804396100,0,0,HSI,^HSI,1296703821272805377,2025-06-02 08:53:16.696166+08:00,甲子,己亥,甲午,己未,戊辰,甲辰,己酉,癸酉,辛卯,己戌,戊辰,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
105,2024-04-08 00:00:00+08:00,16650.8,16895.1,16580.5,16732.8,2636773000,0,0,HSI,^HSI,6002430791023286323,2025-06-02 08:53:16.696166+08:00,庚子,壬寅,丁酉,乙未,戊辰,甲辰,己酉,癸酉,丁卯,壬丑,癸辰,甲辰,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
106,2024-04-09 00:00:00+08:00,16819.2,17006.8,16806,16828.1,2120056900,0,0,HSI,^HSI,17254170593423748804,2025-06-02 08:53:16.696166+08:00,壬子,癸卯,戊戌,丁未,戊辰,甲辰,己酉,癸酉,己卯,癸寅,癸辰,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
107,2024-04-10 00:00:00+08:00,16926,17190.5,16918.4,17139.2,2549074700,0,0,HSI,^HSI,13333603739483268226,2025-06-02 08:53:16.696166+08:00,甲子,甲辰,己亥,己未,戊辰,甲辰,己酉,癸酉,辛卯,甲卯,癸辰,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
108,2024-04-11 00:00:00+08:00,16856.2,17141.4,16856.2,17095,2480545300,0,0,HSI,^HSI,2942205890785718614,2025-06-02 08:53:16.696166+08:00,丙子,乙巳,庚子,辛未,戊辰,甲辰,己酉,癸酉,癸卯,乙辰,甲辰,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
109,2024-04-12 00:00:00+08:00,16978.7,17031.3,16721.7,16721.7,2840321200,0,0,HSI,^HSI,9076274182943162191,2025-06-02 08:53:16.696166+08:00,戊子,丙午,辛丑,癸未,戊辰,甲辰,己酉,癸酉,乙卯,丙巳,甲辰,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
110,2024-04-15 00:00:00+08:00,16487.4,16647.1,16465.4,16600.5,2561790600,0,0,HSI,^HSI,9778412244274807140,2025-06-02 08:53:16.696166+08:00,甲子,己酉,甲辰,己未,戊辰,甲辰,己酉,癸酉,辛卯,己申,己辰,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
111,2024-04-16 00:00:00+08:00,16367.7,16449.2,16208.6,16249,3092911600,0,0,HSI,^HSI,13330672641919578796,2025-06-02 08:53:16.696166+08:00,丙子,庚戌,乙巳,辛未,戊辰,甲辰,己酉,癸酉,癸卯,庚酉,己辰,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
112,2024-04-17 00:00:00+08:00,16225.5,16316.7,16155.8,16251.8,2450526000,0,0,HSI,^HSI,9914671816436513401,2025-06-02 08:53:16.696166+08:00,戊子,辛亥,丙午,癸未,戊辰,甲辰,己酉,癸酉,乙卯,辛戌,庚辰,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
113,2024-04-18 00:00:00+08:00,16253.2,16507.6,16206.5,16385.9,3228014900,0,0,HSI,^HSI,2508037169980261851,2025-06-02 08:53:16.696166+08:00,庚子,壬子,丁未,乙未,戊辰,甲辰,己酉,癸酉,丁卯,壬亥,庚辰,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
114,2024-04-19 00:00:00+08:00,16246.3,16254.9,16044.5,16224.1,3393743300,0,0,HSI,^HSI,2272224307243071713,2025-06-02 08:53:16.696166+08:00,壬子,癸丑,戊申,丁未,戊辰,甲辰,己酉,癸酉,己卯,癸子,庚辰,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
115,2024-04-22 00:00:00+08:00,16410.8,16637.8,16410.8,16511.7,2915063300,0,0,HSI,^HSI,4754915926529442499,2025-06-02 08:53:16.696166+08:00,戊子,丙辰,辛亥,癸未,癸未,甲辰,己酉,戊子,乙卯,丙卯,乙未,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
116,2024-04-23 00:00:00+08:00,16679.4,16846.1,16599.2,16828.9,2993655900,0,0,HSI,^HSI,3715576219414661717,2025-06-02 08:53:16.696166+08:00,庚子,丁巳,壬子,乙未,癸未,甲辰,己酉,戊子,丁卯,丁辰,乙未,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
117,2024-04-24 00:00:00+08:00,16993.2,17217.9,16934.7,17201.3,3314752700,0,0,HSI,^HSI,14205046244855568444,2025-06-02 08:53:16.696166+08:00,壬子,戊午,癸丑,丁未,癸未,甲辰,己酉,戊子,己卯,戊巳,丙未,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
118,2024-04-25 00:00:00+08:00,17144.1,17438.8,17109.6,17284.5,3147284200,0,0,HSI,^HSI,491602580396461814,2025-06-02 08:53:16.696166+08:00,甲子,己未,甲寅,己未,癸未,甲辰,己酉,戊子,辛卯,己午,丙未,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
119,2024-04-26 00:00:00+08:00,17336.2,17758.2,17336.2,17651.2,3850968700,0,0,HSI,^HSI,12708254978270659327,2025-06-02 08:53:16.696166+08:00,丙子,庚申,乙卯,辛未,癸未,甲辰,己酉,戊子,癸卯,庚未,丙未,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
120,2024-04-29 00:00:00+08:00,17737.9,18031.2,17679.2,17746.9,4850882200,0,0,HSI,^HSI,13081582968481128141,2025-06-02 08:53:16.696166+08:00,壬子,癸亥,戊午,丁未,癸未,甲辰,己酉,戊子,己卯,癸戌,辛未,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
121,2024-04-30 00:00:00+08:00,17843.4,17902,17686.9,17763,3679962400,0,0,HSI,^HSI,3425130766115182207,2025-06-02 08:53:16.696166+08:00,甲子,甲子,己未,己未,癸未,甲辰,己酉,戊子,辛卯,甲亥,壬未,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
122,2024-05-02 00:00:00+08:00,17760.7,18217.8,17740.6,18207.1,2424963300,0,0,HSI,^HSI,297904642589364120,2025-06-02 08:53:16.696166+08:00,戊子,丙寅,辛酉,癸未,癸未,甲辰,己酉,戊子,乙卯,丙丑,壬未,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
123,2024-05-03 00:00:00+08:00,18543.3,18604.2,18362.2,18475.9,2476085800,0,0,HSI,^HSI,3983532102371799859,2025-06-02 08:53:16.696166+08:00,庚子,丁卯,壬戌,乙未,癸未,甲辰,己酉,戊子,丁卯,丁寅,丁未,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
124,2024-05-06 00:00:00+08:00,18488.6,18590.2,18389.5,18578.3,3438627300,0,0,HSI,^HSI,12201280500478293370,2025-06-02 08:53:16.696166+08:00,丙子,庚午,乙丑,辛未,己巳,甲辰,己酉,甲戌,癸卯,庚巳,己巳,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
125,2024-05-07 00:00:00+08:00,18577.6,18638.8,18411,18479.4,2494399700,0,0,HSI,^HSI,4671755719543754048,2025-06-02 08:53:16.696166+08:00,戊子,辛未,丙寅,癸未,己巳,甲辰,己酉,甲戌,乙卯,辛午,己巳,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
126,2024-05-08 00:00:00+08:00,18510.5,18606.6,18298.4,18313.9,2911676300,0,0,HSI,^HSI,13457271216193185599,2025-06-02 08:53:16.696166+08:00,庚子,壬申,丁卯,乙未,己巳,甲辰,己酉,甲戌,丁卯,壬未,己巳,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
127,2024-05-09 00:00:00+08:00,18306.2,18560.8,18278.1,18537.8,2904974500,0,0,HSI,^HSI,3439218778787863755,2025-06-02 08:53:16.696166+08:00,壬子,癸酉,戊辰,丁未,己巳,甲辰,己酉,甲戌,己卯,癸申,甲巳,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
128,2024-05-10 00:00:00+08:00,18669.4,18993.3,18657.5,18963.7,6506899800,0,0,HSI,^HSI,3847142229285597811,2025-06-02 08:53:16.696166+08:00,甲子,甲戌,己巳,己未,己巳,甲辰,己酉,甲戌,辛卯,甲酉,甲巳,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
129,2024-05-13 00:00:00+08:00,18904.6,19123.5,18827.6,19115.1,3760625900,0,0,HSI,^HSI,15248053429707319822,2025-06-02 08:53:16.696166+08:00,庚子,丁丑,壬申,乙未,己巳,甲辰,己酉,甲戌,丁卯,丁子,乙巳,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
130,2024-05-14 00:00:00+08:00,19203.8,19301.1,19072.6,19073.7,3455242600,0,0,HSI,^HSI,13177298987738154974,2025-06-02 08:53:16.696166+08:00,壬子,戊寅,癸酉,丁未,己巳,甲辰,己酉,甲戌,己卯,戊丑,乙巳,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
131,2024-05-16 00:00:00+08:00,19262.8,19442.9,19114.4,19376.5,5813458500,0,0,HSI,^HSI,14098358982759765286,2025-06-02 08:53:16.696166+08:00,丙子,庚辰,乙亥,辛未,己巳,甲辰,己酉,甲戌,癸卯,庚卯,庚巳,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
132,2024-05-17 00:00:00+08:00,19525.1,19602.2,19343,19553.6,4376057600,0,0,HSI,^HSI,16284636994314355033,2025-06-02 08:53:16.696166+08:00,戊子,辛巳,丙子,癸未,己巳,甲辰,己酉,甲戌,乙卯,辛辰,庚巳,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
133,2024-05-20 00:00:00+08:00,19621.4,19706.1,19574.6,19636.2,3501238100,0,0,HSI,^HSI,3397423864227029978,2025-06-02 08:53:16.696166+08:00,甲子,甲申,己卯,己未,己巳,甲辰,己酉,甲戌,辛卯,甲未,辛巳,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
134,2024-05-21 00:00:00+08:00,19473.7,19487.4,19175.8,19220.6,3517186600,0,0,HSI,^HSI,15048377766121228616,2025-06-02 08:53:16.696166+08:00,丙子,乙酉,庚辰,辛未,甲申,甲辰,己酉,己丑,癸卯,乙申,丙申,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
135,2024-05-22 00:00:00+08:00,19225.3,19359.7,19149.4,19195.6,2837605100,0,0,HSI,^HSI,2065378297789062777,2025-06-02 08:53:16.696166+08:00,戊子,丙戌,辛巳,癸未,甲申,甲辰,己酉,己丑,乙卯,丙酉,丙申,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
136,2024-05-23 00:00:00+08:00,19024.4,19024.4,18776.2,18868.7,3166005900,0,0,HSI,^HSI,3769294444747674551,2025-06-02 08:53:16.696166+08:00,庚子,丁亥,壬午,乙未,甲申,甲辰,己酉,己丑,丁卯,丁戌,丙申,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
137,2024-05-24 00:00:00+08:00,18742.3,18867.9,18532.4,18608.9,3549017600,0,0,HSI,^HSI,5478391837204848556,2025-06-02 08:53:16.696166+08:00,壬子,戊子,癸未,丁未,甲申,甲辰,己酉,己丑,己卯,戊亥,丙申,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
138,2024-05-27 00:00:00+08:00,18606,18871.1,18504.5,18827.3,2906070700,0,0,HSI,^HSI,6626985539710863514,2025-06-02 08:53:16.696166+08:00,戊子,辛卯,丙戌,癸未,甲申,甲辰,己酉,己丑,乙卯,辛寅,丁申,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
139,2024-05-28 00:00:00+08:00,18814,19000.5,18776.1,18821.2,2432705400,0,0,HSI,^HSI,11117670200986672049,2025-06-02 08:53:16.696166+08:00,庚子,壬辰,丁亥,乙未,甲申,甲辰,己酉,己丑,丁卯,壬卯,壬申,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
140,2024-05-29 00:00:00+08:00,18659.4,18694.6,18425.1,18477,3215579000,0,0,HSI,^HSI,13995404352399237850,2025-06-02 08:53:16.696166+08:00,壬子,癸巳,戊子,丁未,甲申,甲辰,己酉,己丑,己卯,癸辰,壬申,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
