,time,Open,High,Low,Close,Volume,Dividends,Stock Splits,stock_code,ric_code,uuid,last_modified_date,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus
141,2024-05-30 00:00:00+08:00,18423.8,18537.9,18163.2,18230.2,3492796500,0,0,HSI,^HSI,11022651325192427390,2025-06-02 08:53:16.696166+08:00,甲子,甲午,己丑,己未,甲申,甲辰,己酉,己丑,辛卯,甲巳,壬申,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
142,2024-05-31 00:00:00+08:00,18409.6,18551.2,18077.4,18079.6,5337054200,0,0,HSI,^HSI,1217689629718695270,2025-06-02 08:53:16.696166+08:00,丙子,乙未,庚寅,辛未,甲申,甲辰,己酉,己丑,癸卯,乙午,癸申,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
143,2024-06-03 00:00:00+08:00,18283.6,18573.8,18283.6,18403,3140936400,0,0,HSI,^HSI,1763256474156499861,2025-06-02 08:53:16.696166+08:00,壬子,戊戌,癸巳,丁未,甲申,甲辰,己酉,己丑,己卯,戊酉,戊申,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
144,2024-06-04 00:00:00+08:00,18335.4,18541,18335.4,18444.1,2971467000,0,0,HSI,^HSI,7795067964937266800,2025-06-02 08:53:16.696166+08:00,甲子,己亥,甲午,己未,甲申,甲辰,己酉,己丑,辛卯,己戌,戊申,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
145,2024-06-05 00:00:00+08:00,18489.8,18724.6,18375.3,18425,3250805000,0,0,HSI,^HSI,6949616337783401232,2025-06-02 08:53:16.696166+08:00,丙子,庚子,乙未,辛未,甲申,甲辰,己酉,己丑,癸卯,庚亥,戊申,甲巳,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
146,2024-06-06 00:00:00+08:00,18577.6,18700.7,18383.8,18476.8,2797746800,0,0,HSI,^HSI,9137340789226531419,2025-06-02 08:53:16.696166+08:00,戊子,辛丑,丙午,癸巳,庚午,己未,甲寅,乙丑,乙卯,辛子,庚午,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
147,2024-06-07 00:00:00+08:00,18562.5,18575.7,18302.3,18366.9,3310059200,0,0,HSI,^HSI,10105359392680549901,2025-06-02 08:53:16.696166+08:00,庚子,壬寅,丁未,乙巳,庚午,己未,甲寅,乙丑,丁卯,壬丑,庚午,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
148,2024-06-11 00:00:00+08:00,18163.1,18267.7,17994.1,18176.3,3528461800,0,0,HSI,^HSI,2688672113910328910,2025-06-02 08:53:16.696166+08:00,戊子,丙午,辛亥,癸巳,庚午,己未,甲寅,乙丑,乙卯,丙巳,乙午,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
149,2024-06-12 00:00:00+08:00,18032.4,18063.7,17848.8,17937.8,3139463400,0,0,HSI,^HSI,6712563699316137518,2025-06-02 08:53:16.696166+08:00,庚子,丁未,壬子,乙巳,庚午,己未,甲寅,乙丑,丁卯,丁午,丙午,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
150,2024-06-13 00:00:00+08:00,18104.1,18173.5,17971.6,18112.6,2331253000,0,0,HSI,^HSI,4100351135600082069,2025-06-02 08:53:16.696166+08:00,壬子,戊申,癸丑,丁巳,庚午,己未,甲寅,乙丑,己卯,戊未,丙午,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
151,2024-06-14 00:00:00+08:00,18028.1,18109.9,17927.2,17941.8,2621288300,0,0,HSI,^HSI,11509394423049924262,2025-06-02 08:53:16.696166+08:00,甲子,己酉,甲寅,己巳,庚午,己未,甲寅,乙丑,辛卯,己申,丙午,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
152,2024-06-17 00:00:00+08:00,17848.9,18122.8,17753,17936.1,2118421200,0,0,HSI,^HSI,781003965848322224,2025-06-02 08:53:16.696166+08:00,庚子,壬子,丁巳,乙巳,庚午,己未,甲寅,乙丑,丁卯,壬亥,辛午,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
153,2024-06-18 00:00:00+08:00,17961.9,18043.5,17854.8,17915.6,2550030800,0,0,HSI,^HSI,7111386531060519345,2025-06-02 08:53:16.696166+08:00,壬子,癸丑,戊午,丁巳,庚午,己未,甲寅,乙丑,己卯,癸子,壬午,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
154,2024-06-19 00:00:00+08:00,18056.2,18448.7,18039,18430.4,3513293400,0,0,HSI,^HSI,2729600960465829346,2025-06-02 08:53:16.696166+08:00,甲子,甲寅,己未,己巳,庚午,己未,甲寅,乙丑,辛卯,甲丑,壬午,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
155,2024-06-20 00:00:00+08:00,18453.6,18520.4,18274.2,18335.3,2682897600,0,0,HSI,^HSI,12262957967712407880,2025-06-02 08:53:16.696166+08:00,丙子,乙卯,庚申,辛巳,庚午,己未,甲寅,乙丑,癸卯,乙寅,壬午,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
156,2024-06-21 00:00:00+08:00,18199.1,18240.1,17968.4,18028.5,3426213700,0,0,HSI,^HSI,7978860877423405258,2025-06-02 08:53:16.696166+08:00,戊子,丙辰,辛酉,癸巳,庚午,己未,甲寅,乙丑,乙卯,丙卯,壬午,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
157,2024-06-24 00:00:00+08:00,17906.4,18032.7,17789.6,18027.7,2716259500,0,0,HSI,^HSI,15736642009807472026,2025-06-02 08:53:16.696166+08:00,甲子,己未,甲子,己巳,乙酉,己未,甲寅,庚辰,辛卯,己午,丁酉,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
158,2024-06-25 00:00:00+08:00,18088,18231.5,17959.1,18072.9,2333709800,0,0,HSI,^HSI,2503591181110413427,2025-06-02 08:53:16.696166+08:00,丙子,庚申,乙丑,辛巳,乙酉,己未,甲寅,庚辰,癸卯,庚未,戊酉,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
159,2024-06-26 00:00:00+08:00,17934.6,18156.3,17934.6,18089.9,2308525600,0,0,HSI,^HSI,17846065762699503756,2025-06-02 08:53:16.696166+08:00,戊子,辛酉,丙寅,癸巳,乙酉,己未,甲寅,庚辰,乙卯,辛申,戊酉,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
160,2024-06-27 00:00:00+08:00,17946,17961.9,17677.3,17716.5,2806087800,0,0,HSI,^HSI,8887032382490177095,2025-06-02 08:53:16.696166+08:00,庚子,壬戌,丁卯,乙巳,乙酉,己未,甲寅,庚辰,丁卯,壬酉,戊酉,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
161,2024-06-28 00:00:00+08:00,17583.2,17865.5,17583.2,17718.6,2826596300,0,0,HSI,^HSI,10344495994696999842,2025-06-02 08:53:16.696166+08:00,壬子,癸亥,戊辰,丁巳,乙酉,己未,甲寅,庚辰,己卯,癸戌,癸酉,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
162,2024-07-02 00:00:00+08:00,17669.4,17986.1,17669.4,17769.1,3374290200,0,0,HSI,^HSI,313631454696370502,2025-06-02 08:53:16.696166+08:00,庚子,丁卯,壬申,乙巳,乙酉,己未,甲寅,庚辰,丁卯,丁寅,甲酉,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
163,2024-07-03 00:00:00+08:00,17841.8,18017.8,17808.3,17978.6,3089691800,0,0,HSI,^HSI,13362713379823174839,2025-06-02 08:53:16.696166+08:00,壬子,戊辰,癸酉,丁巳,乙酉,己未,甲寅,庚辰,己卯,戊卯,甲酉,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
164,2024-07-04 00:00:00+08:00,18079.7,18133.3,17942.1,18028.3,2994630800,0,0,HSI,^HSI,4780895284005293485,2025-06-02 08:53:16.696166+08:00,甲子,己巳,甲戌,己巳,乙酉,己未,甲寅,庚辰,辛卯,己辰,己酉,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
165,2024-07-05 00:00:00+08:00,18035.8,18105,17799.6,17799.6,2886550200,0,0,HSI,^HSI,17267691639791806319,2025-06-02 08:53:16.696166+08:00,丙子,庚午,乙亥,辛巳,乙酉,己未,甲寅,庚辰,癸卯,庚巳,己酉,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
166,2024-07-08 00:00:00+08:00,17668,17735.6,17453.6,17524.1,2348970100,0,0,HSI,^HSI,1455167261762094450,2025-06-02 08:53:16.696166+08:00,壬子,癸酉,戊寅,丁巳,辛未,己未,甲寅,丙寅,己卯,癸申,辛未,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
167,2024-07-09 00:00:00+08:00,17481,17617.6,17376.5,17523.2,2618911600,0,0,HSI,^HSI,17963085784020418995,2025-06-02 08:53:16.696166+08:00,甲子,甲戌,己卯,己巳,辛未,己未,甲寅,丙寅,辛卯,甲酉,辛未,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
168,2024-07-10 00:00:00+08:00,17613.5,17765.9,17455.1,17471.7,2641974200,0,0,HSI,^HSI,8792004095194350980,2025-06-02 08:53:16.696166+08:00,丙子,乙亥,庚辰,辛巳,辛未,己未,甲寅,丙寅,癸卯,乙戌,辛未,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
169,2024-07-11 00:00:00+08:00,17629.1,17864.1,17621.1,17832.3,2231597400,0,0,HSI,^HSI,6668233963341497087,2025-06-02 08:53:16.696166+08:00,戊子,丙子,辛巳,癸巳,辛未,己未,甲寅,丙寅,乙卯,丙亥,丙未,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
170,2024-07-12 00:00:00+08:00,18020.2,18317.3,18020.2,18293.4,3059027200,0,0,HSI,^HSI,9070502832312743586,2025-06-02 08:53:16.696166+08:00,庚子,丁丑,壬午,乙巳,辛未,己未,甲寅,丙寅,丁卯,丁子,丙未,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
171,2024-07-15 00:00:00+08:00,18201.5,18243.4,17946.5,18015.9,2326339500,0,0,HSI,^HSI,6221903702069471358,2025-06-02 08:53:16.696166+08:00,丙子,庚辰,乙酉,辛巳,辛未,己未,甲寅,丙寅,癸卯,庚卯,丁未,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
172,2024-07-16 00:00:00+08:00,17845.1,17899.6,17728,17728,2334968300,0,0,HSI,^HSI,4259595802881017307,2025-06-02 08:53:16.696166+08:00,戊子,辛巳,丙戌,癸巳,辛未,己未,甲寅,丙寅,乙卯,辛辰,丁未,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
173,2024-07-17 00:00:00+08:00,17741.8,17807.7,17658.7,17739.4,2757015800,0,0,HSI,^HSI,11473901497049371593,2025-06-02 08:53:16.696166+08:00,庚子,壬午,丁亥,乙巳,辛未,己未,甲寅,丙寅,丁卯,壬巳,壬未,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
174,2024-07-18 00:00:00+08:00,17653.2,17864.1,17623.7,17778.4,2018291500,0,0,HSI,^HSI,10786751440390543309,2025-06-02 08:53:16.696166+08:00,壬子,癸未,戊子,丁巳,辛未,己未,甲寅,丙寅,己卯,癸午,壬未,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
175,2024-07-19 00:00:00+08:00,17603.8,17630,17376.2,17417.7,2811638800,0,0,HSI,^HSI,1741133344759346523,2025-06-02 08:53:16.696166+08:00,甲子,甲申,己丑,己巳,辛未,己未,甲寅,丙寅,辛卯,甲未,壬未,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
176,2024-07-22 00:00:00+08:00,17465.1,17693.3,17313.9,17635.9,2133630300,0,0,HSI,^HSI,10641463981524526210,2025-06-02 08:53:16.696166+08:00,庚子,丁亥,壬辰,乙巳,辛未,己未,甲寅,丙寅,丁卯,丁戌,癸未,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
177,2024-07-23 00:00:00+08:00,17679.6,17707.7,17451.9,17469.4,2216456000,0,0,HSI,^HSI,6774112717430674974,2025-06-02 08:53:16.696166+08:00,壬子,戊子,癸巳,丁巳,丙戌,己未,甲寅,辛巳,己卯,戊亥,戊戌,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
178,2024-07-24 00:00:00+08:00,17454.4,17516.9,17251.3,17311.1,2208182400,0,0,HSI,^HSI,8378234016261975371,2025-06-02 08:53:16.696166+08:00,甲子,己丑,甲午,己巳,丙戌,己未,甲寅,辛巳,辛卯,己子,戊戌,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
179,2024-07-25 00:00:00+08:00,17260.8,17288.5,16964.5,17021.9,2401390700,0,0,HSI,^HSI,3402524300930091467,2025-06-02 08:53:16.696166+08:00,丙子,庚寅,乙未,辛巳,丙戌,己未,甲寅,辛巳,癸卯,庚丑,戊戌,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
180,2024-07-26 00:00:00+08:00,17079.7,17229.2,16924.6,17021.3,2374210700,0,0,HSI,^HSI,2529820040224548587,2025-06-02 08:53:16.696166+08:00,戊子,辛卯,丙申,癸巳,丙戌,己未,甲寅,辛巳,乙卯,辛寅,己戌,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
181,2024-07-29 00:00:00+08:00,17196.4,17358.7,17154.1,17238.3,2258413800,0,0,HSI,^HSI,5938656810868853225,2025-06-02 08:53:16.696166+08:00,甲子,甲午,己亥,己巳,丙戌,己未,甲寅,辛巳,辛卯,甲巳,甲戌,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
182,2024-07-30 00:00:00+08:00,17194.4,17194.4,16971.6,17002.9,2552688900,0,0,HSI,^HSI,5928105488605451297,2025-06-02 08:53:16.696166+08:00,丙子,乙未,庚子,辛巳,丙戌,己未,甲寅,辛巳,癸卯,乙午,甲戌,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
183,2024-07-31 00:00:00+08:00,17070.9,17400.2,17015.8,17344.6,2678950500,0,0,HSI,^HSI,8781838077134775257,2025-06-02 08:53:16.696166+08:00,戊子,丙申,辛丑,癸巳,丙戌,己未,甲寅,辛巳,乙卯,丙未,甲戌,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
184,2024-08-01 00:00:00+08:00,17327.8,17408.9,17248.1,17305,1933874700,0,0,HSI,^HSI,3793875288835435107,2025-06-02 08:53:16.696166+08:00,庚子,丁酉,壬寅,乙巳,丙戌,己未,甲寅,辛巳,丁卯,丁申,甲戌,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
185,2024-08-02 00:00:00+08:00,17025.3,17075.5,16865.9,16945.5,2433818600,0,0,HSI,^HSI,13481394550590528958,2025-06-02 08:53:16.696166+08:00,壬子,戊戌,癸卯,丁巳,丙戌,己未,甲寅,辛巳,己卯,戊酉,乙戌,甲午,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
186,2024-08-05 00:00:00+08:00,16676.8,16944.6,16441.4,16698.4,3667470600,0,0,HSI,^HSI,17595070686190793572,2025-06-02 08:53:16.696166+08:00,戊子,辛丑,丙午,癸巳,丙戌,己未,甲寅,辛巳,乙卯,辛子,庚戌,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
187,2024-08-06 00:00:00+08:00,16861.3,16909,16611.1,16647.3,2425958000,0,0,HSI,^HSI,4426883533107433872,2025-06-02 08:53:16.696166+08:00,庚子,壬寅,丁未,乙巳,丙戌,己未,甲寅,辛巳,丁卯,壬丑,庚戌,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
188,2024-08-07 00:00:00+08:00,16684.8,16988.3,16684.8,16877.9,2267420200,0,0,HSI,^HSI,13429298119351177493,2025-06-02 08:53:16.696166+08:00,壬子,癸卯,戊申,丁巳,丙戌,己未,甲寅,辛巳,己卯,癸寅,庚戌,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
189,2024-08-08 00:00:00+08:00,16773,17023.1,16665.1,16891.8,2114356200,0,0,HSI,^HSI,7205778780446174969,2025-06-02 08:53:16.696166+08:00,甲子,甲辰,己酉,己巳,壬申,己未,甲寅,丁卯,辛卯,甲卯,壬申,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
190,2024-08-09 00:00:00+08:00,17097.4,17252.2,17079.3,17090.2,2145406500,0,0,HSI,^HSI,9440546568679822463,2025-06-02 08:53:16.696166+08:00,丙子,乙巳,庚戌,辛巳,壬申,己未,甲寅,丁卯,癸卯,乙辰,壬申,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
191,2024-08-12 00:00:00+08:00,17103,17162.8,17002.9,17111.7,1793074600,0,0,HSI,^HSI,6874119801345450552,2025-06-02 08:53:16.696166+08:00,壬子,戊申,癸丑,丁巳,壬申,己未,甲寅,丁卯,己卯,戊未,丁申,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
192,2024-08-13 00:00:00+08:00,17160.2,17252.9,17074.7,17174.1,1934995900,0,0,HSI,^HSI,3484514756123807986,2025-06-02 08:53:16.696166+08:00,甲子,己酉,甲寅,己巳,壬申,己未,甲寅,丁卯,辛卯,己申,丁申,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
193,2024-08-14 00:00:00+08:00,17233.7,17254.2,17055.7,17113.4,1574534000,0,0,HSI,^HSI,13518287812946163444,2025-06-02 08:53:16.696166+08:00,丙子,庚戌,乙卯,辛巳,壬申,己未,甲寅,丁卯,癸卯,庚酉,戊申,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
194,2024-08-15 00:00:00+08:00,17008.2,17283.7,16926.5,17109.1,2407027500,0,0,HSI,^HSI,12900494887593649116,2025-06-02 08:53:16.696166+08:00,戊子,辛亥,丙辰,癸巳,壬申,己未,甲寅,丁卯,乙卯,辛戌,戊申,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
195,2024-08-16 00:00:00+08:00,17286,17473.9,17255.9,17430.2,2551716800,0,0,HSI,^HSI,2693207297722214421,2025-06-02 08:53:16.696166+08:00,庚子,壬子,丁巳,乙巳,壬申,己未,甲寅,丁卯,丁卯,壬亥,戊申,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
196,2024-08-19 00:00:00+08:00,17569.7,17685.9,17547.7,17569.6,2361570600,0,0,HSI,^HSI,4109130623915844465,2025-06-02 08:53:16.696166+08:00,丙子,乙卯,庚申,辛巳,壬申,己未,甲寅,丁卯,癸卯,乙寅,癸申,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
197,2024-08-20 00:00:00+08:00,17661.7,17661.7,17450,17511.1,1961800000,0,0,HSI,^HSI,8682971744708956523,2025-06-02 08:53:16.696166+08:00,戊子,丙辰,辛酉,癸巳,壬申,己未,甲寅,丁卯,乙卯,丙卯,甲申,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
198,2024-08-21 00:00:00+08:00,17313.9,17415.5,17232.1,17391,2060224300,0,0,HSI,^HSI,8269929929471154797,2025-06-02 08:53:16.696166+08:00,庚子,丁巳,壬戌,乙巳,壬申,己未,甲寅,丁卯,丁卯,丁辰,甲申,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
199,2024-08-22 00:00:00+08:00,17497.6,17652.8,17389.9,17641,2945729800,0,0,HSI,^HSI,7294008516782185019,2025-06-02 08:53:16.696166+08:00,壬子,戊午,癸亥,丁巳,壬申,己未,甲寅,丁卯,己卯,戊巳,甲申,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
200,2024-08-23 00:00:00+08:00,17521.2,17635.7,17493.1,17612.1,2054121600,0,0,HSI,^HSI,10097871603765492560,2025-06-02 08:53:16.696166+08:00,甲子,己未,甲子,己巳,丁亥,己未,甲寅,壬午,辛卯,己午,己亥,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
201,2024-08-26 00:00:00+08:00,17709.3,17826.1,17709.3,17798.7,1970098500,0,0,HSI,^HSI,7579701375727392950,2025-06-02 08:53:16.696166+08:00,庚子,壬戌,丁卯,乙巳,丁亥,己未,甲寅,壬午,丁卯,壬酉,己亥,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
202,2024-08-27 00:00:00+08:00,17663.8,17879.3,17624.4,17874.7,2702698800,0,0,HSI,^HSI,14622567426808834201,2025-06-02 08:53:16.696166+08:00,壬子,癸亥,戊辰,丁巳,丁亥,己未,甲寅,壬午,己卯,癸戌,庚亥,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
203,2024-08-28 00:00:00+08:00,17848,17879,17659.3,17692.4,2184592400,0,0,HSI,^HSI,8538795112267140378,2025-06-02 08:53:16.696166+08:00,甲子,甲子,己巳,己巳,丁亥,己未,甲寅,壬午,辛卯,甲亥,庚亥,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
204,2024-08-29 00:00:00+08:00,17614.4,17797.2,17502.5,17786.3,2858172500,0,0,HSI,^HSI,13337743345739366654,2025-06-02 08:53:16.696166+08:00,丙子,乙丑,庚午,辛巳,丁亥,己未,甲寅,壬午,癸卯,乙子,庚亥,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
205,2024-08-30 00:00:00+08:00,17794.4,18202.6,17778.1,17989.1,4753806200,0,0,HSI,^HSI,6448446100871111361,2025-06-02 08:53:16.696166+08:00,戊子,丙寅,辛未,癸巳,丁亥,己未,甲寅,壬午,乙卯,丙丑,乙亥,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
206,2024-09-02 00:00:00+08:00,17862.6,17862.6,17645.9,17692,3077120300,0,0,HSI,^HSI,12873006665732068845,2025-06-02 08:53:16.696166+08:00,甲子,己巳,甲戌,己巳,丁亥,己未,甲寅,壬午,辛卯,己辰,丙亥,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
207,2024-09-03 00:00:00+08:00,17665.9,17725.5,17583.7,17651.5,2470760400,0,0,HSI,^HSI,842000711534960673,2025-06-02 08:53:16.696166+08:00,丙子,庚午,乙亥,辛巳,丁亥,己未,甲寅,壬午,癸卯,庚巳,丙亥,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
208,2024-09-04 00:00:00+08:00,17474.7,17531.1,17333.3,17457.3,2601237200,0,0,HSI,^HSI,18445824520405350520,2025-06-02 08:53:16.696166+08:00,戊子,辛未,丙子,癸巳,丁亥,己未,甲寅,壬午,乙卯,辛午,丙亥,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
209,2024-09-05 00:00:00+08:00,17470,17555.6,17332.5,17444.3,2558634900,0,0,HSI,^HSI,12688915570812503624,2025-06-02 08:53:16.696166+08:00,庚子,壬申,丁丑,乙巳,丁亥,己未,甲寅,壬午,丁卯,壬未,辛亥,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
210,2024-09-09 00:00:00+08:00,17261.9,17305.9,17067.4,17197,3841864100,0,0,HSI,^HSI,16341618732828127842,2025-06-02 08:53:16.696166+08:00,戊子,丙子,辛巳,癸巳,癸酉,己未,甲寅,戊辰,乙卯,丙亥,癸酉,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
211,2024-09-10 00:00:00+08:00,17205.4,17297.9,17133.5,17234.1,2786726500,0,0,HSI,^HSI,11790361059512662894,2025-06-02 08:53:16.696166+08:00,庚子,丁丑,壬午,乙巳,癸酉,己未,甲寅,戊辰,丁卯,丁子,癸酉,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
212,2024-09-11 00:00:00+08:00,17051.8,17125,16964.3,17108.7,3071142700,0,0,HSI,^HSI,12649297230824484841,2025-06-02 08:53:16.696166+08:00,壬子,戊寅,癸未,丁巳,癸酉,己未,甲寅,戊辰,己卯,戊丑,戊酉,己未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
